Rk,Player,Age,Pos,Date,Tm,,Opp,,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1552,Mitch Richmond\richmmi01,28-224,G,1994-02-09,SAC,,LAC,W,1,39,15,25,.600,13,22,.591,2,3,.667,3,5,.600,2,5,7,7,1,1,2,3,35,29.0
1553,Isiah Thomas\thomais01,32-285,G,1994-02-09,DET,@,BOS,W,1,41,11,24,.458,10,22,.455,1,2,.500,5,5,1.000,1,6,7,9,2,0,4,3,28,21.2
1554,David Robinson\robinda01,28-186,C,1994-02-08,SAS,,WSB,W,1,42,11,16,.688,11,16,.688,0,0,,9,13,.692,1,13,14,10,1,7,6,1,31,33.7
1555,Brian Shaw\shawbr01,27-320,G,1994-02-05,MIA,,PHI,L,1,40,13,22,.591,12,19,.632,1,3,.333,0,0,,5,5,10,9,2,0,6,5,27,22.1
1556,Anfernee Hardaway\hardaan01,22-201,G-F,1994-02-04,ORL,,MIL,L,1,41,11,21,.524,10,17,.588,1,4,.250,5,5,1.000,8,5,13,7,1,1,6,6,28,23.0
1557,David Robinson\robinda01,28-182,C,1994-02-04,SAS,@,BOS,W,1,36,15,23,.652,15,23,.652,0,0,,4,4,1.000,3,6,9,7,1,3,3,6,34,30.4
1558,Karl Malone\malonka01,30-188,F,1994-01-28,UTA,,GSW,W,1,35,12,20,.600,12,20,.600,0,0,,6,11,.545,4,13,17,8,2,5,2,3,30,33.4
1559,Scottie Pippen\pippesc01,28-125,F-G,1994-01-28,CHI,,MIL,W,1,41,10,19,.526,7,13,.538,3,6,.500,7,8,.875,2,6,8,11,5,0,2,5,30,32.2
1560,Nick Anderson\anderni01,26-006,F-G,1994-01-26,ORL,@,CHH,W,1,36,14,21,.667,14,19,.737,0,2,.000,1,1,1.000,1,7,8,7,0,1,3,1,29,24.9
1561,Anfernee Hardaway\hardaan01,22-192,G-F,1994-01-26,ORL,@,CHH,W,1,36,13,20,.650,13,18,.722,0,2,.000,6,7,.857,4,5,9,9,3,1,5,2,32,31.3
1562,Chris Mullin\mullich01,30-173,F-G,1994-01-19,GSW,@,ATL,W,1,48,12,16,.750,10,14,.714,2,2,1.000,2,3,.667,2,9,11,7,2,1,9,1,28,23.5
1563,Clifford Robinson\robincl02,27-026,F-C,1994-01-11,POR,,SEA,W,1,40,6,18,.333,6,17,.353,0,1,.000,15,16,.938,4,7,11,8,2,0,2,4,27,25.3
1564,David Robinson\robinda01,28-158,C,1994-01-11,SAS,,MIN,W,1,37,9,15,.600,9,15,.600,0,0,,9,14,.643,3,9,12,10,0,8,1,2,27,33.7
1565,Jeff Hornacek\hornaje01,30-252,G,1994-01-10,PHI,,BOS,W,1,42,10,20,.500,7,15,.467,3,5,.600,8,8,1.000,3,7,10,7,1,0,2,3,31,27.9
1566,Don MacLean\macledo01,23-357,F,1994-01-08,WSB,@,ORL,L,1,40,10,14,.714,10,14,.714,0,0,,11,13,.846,4,4,8,7,2,0,3,4,31,30.7
1567,Ron Harper\harpero01,29-352,G-F,1994-01-07,LAC,@,LAL,L,1,40,11,22,.500,10,18,.556,1,4,.250,4,4,1.000,2,7,9,8,4,0,0,0,27,29.1
1568,Hakeem Olajuwon\olajuha01,30-349,C,1994-01-05,HOU,@,DAL,W,1,38,17,26,.654,17,26,.654,0,0,,3,5,.600,4,10,14,8,3,0,4,3,37,34.0
1569,Mitch Richmond\richmmi01,28-188,G,1994-01-04,SAC,@,GSW,L,1,45,11,20,.550,9,15,.600,2,5,.400,10,11,.909,3,4,7,11,1,0,3,4,34,31.4
1570,David Robinson\robinda01,28-151,C,1994-01-04,SAS,,PHI,W,1,43,11,24,.458,11,23,.478,0,1,.000,10,12,.833,2,13,15,8,0,2,5,2,32,25.3
1571,David Robinson\robinda01,28-149,C,1994-01-02,SAS,,LAL,W,1,41,13,24,.542,13,24,.542,0,0,,10,18,.556,6,6,12,7,1,1,3,2,36,30.0
1572,Brad Daugherty\daughbr01,28-070,C,1993-12-28,CLE,,CHH,W,1,43,10,17,.588,10,17,.588,0,0,,8,9,.889,5,7,12,7,1,1,4,3,28,26.7
1573,Larry Johnson\johnsla02,24-288,F,1993-12-27,CHH,,DET,W,1,40,13,18,.722,13,18,.722,0,0,,3,4,.750,6,14,20,11,0,0,3,3,29,33.1
1574,Anfernee Hardaway\hardaan01,22-158,G-F,1993-12-23,ORL,,NJN,W,1,42,13,21,.619,13,19,.684,0,2,.000,5,5,1.000,7,2,9,7,4,3,7,5,31,29.0
1575,Kenny Anderson\anderke01,23-065,G,1993-12-13,NJN,,MIA,W,1,52,13,26,.500,13,26,.500,0,0,,6,11,.545,1,9,10,11,3,0,3,0,32,28.1
1576,Danny Manning\mannida01,27-209,F-C,1993-12-12,LAC,@,SAC,W,1,42,13,23,.565,13,23,.565,0,0,,2,3,.667,6,6,12,8,3,2,1,4,28,30.1
1577,Karl Malone\malonka01,30-137,F,1993-12-08,UTA,,WSB,W,1,44,11,19,.579,10,18,.556,1,1,1.000,4,5,.800,6,8,14,7,3,1,4,4,27,27.3
1578,Charles Barkley\barklch01,30-286,F,1993-12-03,PHO,@,NJN,W,1,42,14,25,.560,14,23,.609,0,2,.000,6,7,.857,6,10,16,8,3,1,3,3,34,34.0
1579,Mookie Blaylock\blaylmo01,26-258,G,1993-12-03,ATL,,HOU,W,1,31,11,17,.647,7,11,.636,4,6,.667,2,2,1.000,4,3,7,8,1,0,4,1,28,26.4
1580,Micheal Williams\willimi02,27-132,G,1993-12-02,MIN,@,GSW,W,1,34,8,15,.533,8,14,.571,0,1,.000,12,14,.857,4,3,7,8,4,0,5,3,28,27.0
1581,Clyde Drexler\drexlcl01,31-161,G,1993-11-30,POR,@,MIA,W,1,39,12,19,.632,9,15,.600,3,4,.750,6,7,.857,1,6,7,9,0,0,4,4,33,27.3
1582,Clyde Drexler\drexlcl01,31-154,G,1993-11-23,POR,,DEN,W,1,37,9,20,.450,9,18,.500,0,2,.000,9,10,.900,5,3,8,8,2,0,2,4,27,24.6
1583,Charles Barkley\barklch01,30-273,F,1993-11-20,PHO,,CLE,W,1,42,11,22,.500,11,19,.579,0,3,.000,6,9,.667,5,15,20,7,1,1,3,2,28,26.6
1584,Mitch Richmond\richmmi01,28-142,G,1993-11-19,SAC,@,MIN,L,1,39,10,16,.625,8,9,.889,2,7,.286,8,11,.727,2,7,9,7,0,0,8,2,30,21.2
1585,Christian Laettner\laettch01,24-091,F-C,1993-11-16,MIN,@,MIL,W,1,46,10,15,.667,10,15,.667,0,0,,9,9,1.000,3,6,9,7,1,1,2,4,29,29.4
1586,Charles Barkley\barklch01,30-266,F,1993-11-13,PHO,@,HOU,L,1,45,9,16,.563,6,9,.667,3,7,.429,8,10,.800,1,9,10,7,2,0,1,2,29,29.1
1587,Nick Anderson\anderni01,25-296,F-G,1993-11-12,ORL,,MIA,L,1,41,9,20,.450,5,13,.385,4,7,.571,7,9,.778,4,5,9,7,5,1,0,3,29,31.5
1588,Kevin Johnson\johnske02,27-248,G,1993-11-07,PHO,,SAC,W,1,37,14,22,.636,14,22,.636,0,0,,4,4,1.000,3,6,9,14,1,0,5,0,32,31.9
1589,Hakeem Olajuwon\olajuha01,30-290,C,1993-11-07,HOU,@,POR,W,1,40,12,23,.522,12,23,.522,0,0,,5,6,.833,3,9,12,7,0,1,4,4,29,22.1
1590,Karl Malone\malonka01,30-105,F,1993-11-06,UTA,@,MIN,W,1,42,10,15,.667,10,15,.667,0,0,,12,17,.706,2,13,15,8,3,3,3,4,32,34.9
1591,Ken Norman\normake01,29-062,F,1993-11-06,MIL,,CHH,L,1,40,11,17,.647,10,15,.667,1,2,.500,5,6,.833,6,3,9,7,1,0,1,2,28,29.3
1592,Tim Hardaway\hardati01,26-236,G,1993-04-25,GSW,,SEA,W,1,45,13,26,.500,8,13,.615,5,13,.385,10,11,.909,1,6,7,18,2,1,3,3,41,41.2
1593,Micheal Williams\willimi02,26-276,G,1993-04-25,MIN,,UTA,W,1,40,8,11,.727,5,6,.833,3,5,.600,10,10,1.000,1,6,7,12,1,0,1,3,29,34.2
1594,Vern Fleming\flemive01,31-079,G,1993-04-24,IND,,MIA,W,1,42,12,25,.480,12,25,.480,0,0,,7,8,.875,1,6,7,7,3,0,2,3,31,25.1
1595,Detlef Schrempf\schrede01,30-089,F-C,1993-04-20,IND,@,ATL,L,1,38,8,13,.615,8,11,.727,0,2,.000,11,16,.688,1,9,10,7,0,0,4,4,27,21.8
1596,Derrick Coleman\colemde01,25-298,F,1993-04-15,NJN,,BOS,L,1,45,9,19,.474,9,17,.529,0,2,.000,15,17,.882,4,11,15,10,6,1,2,4,33,38.7
1597,Karl Malone\malonka01,29-265,F,1993-04-15,UTA,,POR,W,1,48,13,23,.565,13,22,.591,0,1,.000,12,16,.750,4,7,11,7,0,1,3,5,38,31.0
1598,Hakeem Olajuwon\olajuha01,30-082,C,1993-04-13,HOU,,LAL,W,1,39,11,19,.579,11,19,.579,0,0,,7,9,.778,3,13,16,8,3,1,4,3,29,29.4
1599,Isiah Thomas\thomais01,31-344,G,1993-04-09,DET,@,BOS,W,1,44,17,35,.486,16,32,.500,1,3,.333,8,10,.800,3,5,8,10,5,0,5,3,43,33.9
1600,Latrell Sprewell\sprewla01,22-212,G,1993-04-08,GSW,,LAL,W,1,45,14,22,.636,12,17,.706,2,5,.400,6,9,.667,3,6,9,9,2,0,6,1,36,30.8
1601,Michael Jordan\jordami01,30-044,G-F,1993-04-02,CHI,,NJN,W,1,38,16,24,.667,16,24,.667,0,0,,8,9,.889,1,6,7,7,9,1,5,3,40,40.1
1602,Billy Owens\owensbi01,23-336,F-G,1993-04-02,GSW,@,DAL,W,1,33,11,17,.647,11,17,.647,0,0,,7,9,.778,6,5,11,7,3,1,3,3,29,30.8
1603,Clyde Drexler\drexlcl01,30-282,G,1993-03-31,POR,@,DET,L,1,40,12,24,.500,10,18,.556,2,6,.333,7,7,1.000,2,6,8,11,2,0,1,4,33,31.3
1604,Christian Laettner\laettch01,23-226,F-C,1993-03-31,MIN,@,LAL,W,1,37,10,13,.769,10,13,.769,0,0,,8,11,.727,3,7,10,8,1,2,4,4,28,28.3
1605,Charles Barkley\barklch01,30-032,F,1993-03-24,PHO,@,LAL,W,1,41,14,27,.519,13,23,.565,1,4,.250,4,6,.667,5,7,12,8,2,1,0,2,33,32.0
1606,Jim Jackson\jacksji01,22-161,G,1993-03-24,DAL,@,WSB,W,1,39,12,23,.522,10,19,.526,2,4,.500,1,2,.500,1,7,8,7,2,0,3,2,27,21.2
1607,David Robinson\robinda01,27-230,C,1993-03-24,SAS,@,MIN,W,1,43,10,21,.476,10,21,.476,0,0,,9,12,.750,3,8,11,7,0,1,1,5,29,24.2
1608,Terry Porter\portete01,29-349,G,1993-03-23,POR,@,SEA,W,1,37,9,18,.500,5,12,.417,4,6,.667,14,16,.875,2,5,7,9,1,0,3,0,36,33.4
1609,Kenny Smith\smithke01,28-015,G,1993-03-23,HOU,@,CHH,W,1,43,10,18,.556,8,11,.727,2,7,.286,5,7,.714,2,5,7,8,2,0,3,3,27,23.9
1610,Christian Laettner\laettch01,23-216,F-C,1993-03-21,MIN,,CHH,L,1,46,10,16,.625,10,15,.667,0,1,.000,7,7,1.000,1,17,18,7,3,2,7,5,27,25.9
1611,Hakeem Olajuwon\olajuha01,30-047,C,1993-03-09,HOU,,MIA,W,1,45,15,29,.517,15,28,.536,0,1,.000,4,4,1.000,4,11,15,7,2,4,4,4,34,29.9
1612,Scottie Pippen\pippesc01,27-161,F-G,1993-03-05,CHI,,SAS,L,1,51,18,30,.600,16,27,.593,2,3,.667,1,4,.250,3,10,13,10,2,1,3,2,39,35.0
1613,Charles Barkley\barklch01,30-011,F,1993-03-03,PHO,,PHI,W,1,44,14,19,.737,12,17,.706,2,2,1.000,6,6,1.000,3,14,17,9,2,0,4,4,36,37.3
1614,Steve Smith\smithst01,23-337,G,1993-03-03,MIA,,WSB,W,1,31,12,15,.800,8,11,.727,4,4,1.000,2,3,.667,2,6,8,9,0,1,0,4,30,32.5
1615,Charles Barkley\barklch01,30-008,F,1993-02-28,PHO,,CLE,L,1,46,9,21,.429,9,20,.450,0,1,.000,9,13,.692,8,11,19,11,3,0,4,1,27,29.5
1616,Michael Jordan\jordami01,30-010,G-F,1993-02-27,CHI,,ATL,W,1,36,13,27,.481,10,23,.435,3,4,.750,5,5,1.000,2,7,9,8,2,0,2,1,34,29.0
1617,Charles Barkley\barklch01,30-006,F,1993-02-26,PHO,,UTA,W,1,44,10,19,.526,10,18,.556,0,1,.000,9,11,.818,3,8,11,11,5,1,2,5,29,32.8
1618,Charles Barkley\barklch01,29-362,F,1993-02-16,PHO,,BOS,W,1,43,14,20,.700,14,19,.737,0,1,.000,4,6,.667,3,9,12,9,2,4,4,2,32,33.9
1619,Clyde Drexler\drexlcl01,30-239,G,1993-02-16,POR,,ATL,W,1,38,13,24,.542,12,21,.571,1,3,.333,2,2,1.000,6,3,9,7,5,1,3,3,29,28.9
1620,Kendall Gill\gillke01,24-265,G,1993-02-14,CHH,,DET,W,1,37,9,17,.529,8,16,.500,1,1,1.000,8,9,.889,4,6,10,7,2,0,3,3,27,25.6
1621,Charles Barkley\barklch01,29-359,F,1993-02-13,PHO,@,SEA,L,1,45,14,23,.609,13,20,.650,1,3,.333,4,8,.500,2,6,8,8,3,0,3,1,33,29.3
1622,Detlef Schrempf\schrede01,30-023,F-C,1993-02-13,IND,@,MIL,L,0,33,11,20,.550,10,18,.556,1,2,.500,11,13,.846,4,8,12,10,1,1,5,4,34,30.9
1623,Michael Jordan\jordami01,29-359,G-F,1993-02-10,CHI,@,IND,W,1,42,16,27,.593,15,24,.625,1,3,.333,7,9,.778,1,8,9,8,6,0,3,2,40,37.6
1624,Karl Malone\malonka01,29-195,F,1993-02-04,UTA,@,LAL,L,1,40,11,20,.550,11,19,.579,0,1,.000,10,13,.769,4,6,10,7,2,3,2,4,32,31.2
1625,Lionel Simmons\simmoli01,24-076,F,1993-01-29,SAC,@,DAL,W,1,41,12,19,.632,12,19,.632,0,0,,11,11,1.000,2,7,9,7,0,1,2,2,35,32.8
1626,Hersey Hawkins\hawkihe01,26-120,G,1993-01-27,PHI,,IND,L,1,45,8,14,.571,5,10,.500,3,4,.750,9,10,.900,1,12,13,10,2,1,1,5,28,32.0
1627,Chuck Person\persoch01,28-214,F,1993-01-27,MIN,,PHO,L,1,49,12,22,.545,10,19,.526,2,3,.667,2,4,.500,0,8,8,10,1,0,4,1,28,22.6
1628,Isiah Thomas\thomais01,31-266,G,1993-01-21,DET,@,HOU,L,1,41,12,22,.545,9,16,.563,3,6,.500,3,4,.750,5,3,8,13,1,1,6,1,30,27.8
1629,Jeff Hornacek\hornaje01,29-255,G,1993-01-13,PHI,,GSW,W,1,38,11,18,.611,9,16,.563,2,2,1.000,5,6,.833,1,6,7,8,2,0,4,2,29,25.7
1630,Brad Daugherty\daughbr01,27-085,C,1993-01-12,CLE,,BOS,L,1,43,14,18,.778,14,18,.778,0,0,,9,12,.750,3,9,12,8,0,1,3,3,37,35.7
1631,Michael Jordan\jordami01,29-326,G-F,1993-01-08,CHI,,MIL,W,1,35,15,26,.577,13,21,.619,2,5,.400,3,3,1.000,3,5,8,7,4,0,2,2,35,32.5
1632,Charles Barkley\barklch01,29-320,F,1993-01-05,PHO,@,HOU,W,1,41,10,21,.476,7,17,.412,3,4,.750,6,10,.600,3,5,8,10,1,2,5,1,29,24.3
1633,Tim Hardaway\hardati01,26-126,G,1993-01-05,GSW,@,SEA,L,1,47,10,17,.588,7,13,.538,3,4,.750,7,10,.700,4,3,7,9,4,1,3,3,30,31.4
1634,Larry Johnson\johnsla02,23-297,F,1993-01-05,CHH,,BOS,L,1,45,10,21,.476,9,18,.500,1,3,.333,6,6,1.000,3,6,9,7,1,0,2,2,27,23.3
1635,Charles Barkley\barklch01,29-318,F,1993-01-03,PHO,@,SAS,L,1,45,12,26,.462,12,23,.522,0,3,.000,7,9,.778,4,8,12,7,2,2,5,4,31,23.7
1636,Karl Malone\malonka01,29-159,F,1992-12-30,UTA,,PHI,W,1,36,15,19,.789,15,19,.789,0,0,,2,4,.500,2,10,12,9,2,0,2,5,32,32.6
1637,Michael Jordan\jordami01,29-316,G-F,1992-12-29,CHI,@,CHH,W,1,42,9,25,.360,8,22,.364,1,3,.333,9,10,.900,4,8,12,11,0,1,3,1,28,23.9
1638,Derrick Coleman\colemde01,25-188,F,1992-12-26,NJN,@,CLE,W,1,41,12,18,.667,12,17,.706,0,1,.000,6,6,1.000,2,11,13,7,0,1,0,3,30,31.3
1639,Larry Johnson\johnsla02,23-283,F,1992-12-22,CHH,@,ATL,W,1,41,13,18,.722,13,17,.765,0,1,.000,3,3,1.000,2,6,8,8,3,1,1,1,29,32.7
1640,Micheal Williams\willimi02,26-149,G,1992-12-19,MIN,@,GSW,L,1,42,6,14,.429,6,11,.545,0,3,.000,15,15,1.000,3,10,13,15,4,0,2,4,27,35.6
1641,Michael Jordan\jordami01,29-304,G-F,1992-12-17,CHI,@,WSB,W,1,40,12,29,.414,12,28,.429,0,1,.000,4,4,1.000,1,6,7,8,4,2,1,3,28,23.8
1642,Ron Harper\harpero01,28-331,G-F,1992-12-16,LAC,,GSW,L,1,49,11,28,.393,9,23,.391,2,5,.400,7,10,.700,4,6,10,7,5,1,3,3,31,25.6
1643,Hakeem Olajuwon\olajuha01,29-325,C,1992-12-11,HOU,@,CHI,W,1,41,12,19,.632,12,19,.632,0,0,,4,5,.800,4,9,13,7,4,5,1,3,28,34.8
1644,Detlef Schrempf\schrede01,29-325,F-C,1992-12-11,IND,@,POR,W,1,48,13,25,.520,11,22,.500,2,3,.667,4,5,.800,0,9,9,10,3,1,6,6,32,24.3
1645,Michael Jordan\jordami01,29-296,G-F,1992-12-09,CHI,,CLE,W,1,35,10,22,.455,9,19,.474,1,3,.333,7,7,1.000,2,9,11,10,4,2,3,2,28,29.3
1646,Michael Jordan\jordami01,29-295,G-F,1992-12-08,CHI,@,ATL,L,1,46,14,28,.500,12,24,.500,2,4,.500,2,2,1.000,3,9,12,8,1,0,2,5,32,25.4
1647,Scottie Pippen\pippesc01,27-070,F-G,1992-12-04,CHI,,POR,W,1,45,12,18,.667,12,18,.667,0,0,,4,5,.800,1,10,11,9,0,2,4,4,28,25.6
1648,Armen Gilliam\gilliar01,28-184,F-C,1992-11-28,PHI,,BOS,L,0,30,13,17,.765,13,17,.765,0,0,,6,8,.750,2,5,7,7,1,0,2,3,32,30.1
1649,Charles Barkley\barklch01,29-281,F,1992-11-27,PHO,,GSW,W,1,42,11,17,.647,9,14,.643,2,3,.667,5,5,1.000,4,7,11,7,1,0,1,0,29,31.3
1650,Jeff Hornacek\hornaje01,29-201,G,1992-11-20,PHI,,MIA,W,1,51,12,23,.522,11,18,.611,1,5,.200,7,8,.875,4,4,8,10,2,1,3,5,32,29.0
1651,Michael Jordan\jordami01,29-277,G-F,1992-11-20,CHI,@,LAL,L,1,47,21,39,.538,20,37,.541,1,2,.500,11,14,.786,5,8,13,7,1,3,5,4,54,41.2
1652,Clyde Drexler\drexlcl01,30-145,G,1992-11-14,POR,@,GSW,W,1,38,13,27,.481,13,24,.542,0,3,.000,5,8,.625,4,6,10,7,2,1,2,4,31,24.7
1653,Billy Owens\owensbi01,23-195,F-G,1992-11-12,GSW,,CLE,L,1,50,13,19,.684,13,19,.684,0,0,,4,7,.571,2,7,9,7,1,2,2,5,30,27.5
1654,Charles Barkley\barklch01,29-261,F,1992-11-07,PHO,,LAC,W,1,44,11,16,.688,11,15,.733,0,1,.000,15,17,.882,12,9,21,8,1,1,3,2,37,44.0
1655,Ron Harper\harpero01,28-088,G-F,1992-04-17,LAC,@,GSW,L,1,46,9,20,.450,6,16,.375,3,4,.750,7,10,.700,5,6,11,10,1,1,2,3,28,27.2
1656,Terry Porter\portete01,29-004,G,1992-04-12,POR,,SAS,W,1,35,9,13,.692,3,6,.500,6,7,.857,4,4,1.000,1,6,7,10,0,1,1,1,28,31.3
1657,Lionel Simmons\simmoli01,23-147,F,1992-04-09,SAC,,DEN,W,1,43,12,14,.857,12,14,.857,0,0,,8,8,1.000,0,12,12,7,3,2,4,2,32,35.1
1658,Clyde Drexler\drexlcl01,29-288,G,1992-04-05,POR,@,GSW,W,1,39,11,27,.407,9,19,.474,2,8,.250,10,15,.667,5,4,9,11,3,0,1,4,34,30.3
1659,Sarunas Marciulionis\marcisa01,27-295,G,1992-04-03,GSW,,SAC,W,0,41,12,20,.600,11,19,.579,1,1,1.000,7,8,.875,2,6,8,9,1,0,5,2,32,27.1
1660,Scottie Pippen\pippesc01,26-188,F-G,1992-03-31,CHI,@,NYK,W,1,40,10,23,.435,9,21,.429,1,2,.500,6,10,.600,6,12,18,7,3,2,3,4,27,25.8
1661,Pooh Richardson\richapo01,25-322,G,1992-03-31,MIN,@,DEN,W,1,44,7,15,.467,6,14,.429,1,1,1.000,12,14,.857,1,6,7,9,0,1,2,0,27,26.0
1662,Brad Daugherty\daughbr01,26-157,C,1992-03-24,CLE,,IND,W,1,35,14,17,.824,14,17,.824,0,0,,4,4,1.000,3,8,11,11,2,1,3,3,32,36.4
1663,Mitch Richmond\richmmi01,26-265,G,1992-03-21,SAC,@,HOU,W,1,42,10,23,.435,9,20,.450,1,3,.333,6,6,1.000,2,9,11,7,3,0,0,2,27,26.1
1664,Larry Johnson\johnsla02,23-006,F,1992-03-20,CHH,,ATL,L,1,39,13,21,.619,12,19,.632,1,2,.500,1,2,.500,6,13,19,7,0,1,2,0,28,29.8
1665,Larry Johnson\johnsla02,23-005,F,1992-03-19,CHH,@,PHI,W,1,46,13,24,.542,13,23,.565,0,1,.000,8,8,1.000,5,9,14,9,0,0,0,2,34,34.1
1666,Gerald Glass\glassge01,24-127,G-F,1992-03-18,MIN,@,GSW,L,1,43,13,27,.481,12,25,.480,1,2,.500,0,0,,4,6,10,7,3,0,1,3,27,23.6
1667,Michael Jordan\jordami01,29-028,G-F,1992-03-16,CHI,@,MIA,W,1,39,15,27,.556,15,25,.600,0,2,.000,7,7,1.000,2,7,9,13,0,1,3,1,37,34.0
1668,Larry Bird\birdla01,35-099,F,1992-03-15,BOS,,POR,W,1,54,19,35,.543,17,27,.630,2,8,.250,9,10,.900,0,14,14,12,4,1,5,5,49,42.0
1669,Clyde Drexler\drexlcl01,29-267,G,1992-03-15,POR,@,BOS,L,1,46,12,27,.444,8,18,.444,4,9,.444,13,17,.765,3,5,8,11,2,1,2,6,41,34.9
1670,David Robinson\robinda01,26-221,C,1992-03-14,SAS,,UTA,W,1,43,10,18,.556,10,18,.556,0,0,,7,11,.636,3,9,12,11,3,3,1,1,27,33.0
1671,Charles Barkley\barklch01,29-017,F,1992-03-08,PHI,,CHI,L,1,44,8,17,.471,8,14,.571,0,3,.000,13,15,.867,5,9,14,8,2,1,5,3,29,27.8
1672,Michael Jordan\jordami01,29-020,G-F,1992-03-08,CHI,@,PHI,W,1,43,12,26,.462,12,25,.480,0,1,.000,10,13,.769,3,8,11,8,1,0,1,3,34,28.3
1673,Clyde Drexler\drexlcl01,29-258,G,1992-03-06,POR,,SAC,W,1,38,11,17,.647,8,11,.727,3,6,.500,9,10,.900,0,8,8,12,5,0,4,2,34,37.1
1674,Pooh Richardson\richapo01,25-294,G,1992-03-03,MIN,,SAS,L,1,42,12,20,.600,10,17,.588,2,3,.667,1,1,1.000,2,7,9,9,3,0,5,1,27,25.2
1675,Michael Jordan\jordami01,29-013,G-F,1992-03-01,CHI,,POR,W,1,36,10,23,.435,10,21,.476,0,2,.000,11,12,.917,0,9,9,7,3,0,5,3,31,22.9
1676,Hakeem Olajuwon\olajuha01,29-036,C,1992-02-26,HOU,,GSW,W,1,43,11,20,.550,11,20,.550,0,0,,11,12,.917,8,4,12,9,5,4,4,1,33,39.5
1677,Scottie Pippen\pippesc01,26-153,F-G,1992-02-25,CHI,@,DET,L,1,46,12,28,.429,12,28,.429,0,0,,9,10,.900,2,5,7,9,1,0,1,1,33,26.6
1678,Michael Jordan\jordami01,29-004,G-F,1992-02-21,CHI,@,ATL,W,1,46,14,23,.609,14,23,.609,0,0,,5,6,.833,1,9,10,14,4,0,4,2,33,34.5
1679,Michael Jordan\jordami01,29-002,G-F,1992-02-19,CHI,@,ORL,W,1,38,11,23,.478,11,22,.500,0,1,.000,5,7,.714,5,5,10,8,2,0,3,1,27,23.7
1680,Charles Barkley\barklch01,28-350,F,1992-02-05,PHI,,CLE,L,1,47,12,23,.522,12,21,.571,0,2,.000,6,8,.750,8,10,18,9,3,3,5,4,30,31.3
1681,Michael Jordan\jordami01,28-351,G-F,1992-02-03,CHI,@,UTA,L,1,56,13,34,.382,12,33,.364,1,1,1.000,7,9,.778,2,11,13,8,2,1,2,5,34,23.6
1682,Michael Jordan\jordami01,28-350,G-F,1992-02-02,CHI,@,LAL,W,1,44,13,27,.481,12,26,.462,1,1,1.000,6,8,.750,0,8,8,11,2,0,5,4,33,24.0
1683,Chuck Person\persoch01,27-218,F,1992-01-31,IND,,ATL,W,1,43,13,24,.542,10,20,.500,3,4,.750,2,2,1.000,3,9,12,8,3,0,2,2,31,30.0
1684,Clyde Drexler\drexlcl01,29-220,G,1992-01-28,POR,@,GSW,W,1,50,16,30,.533,13,23,.565,3,7,.429,4,7,.571,5,8,13,9,4,0,5,1,39,34.0
1685,Michael Jordan\jordami01,28-345,G-F,1992-01-28,CHI,@,SAS,L,1,44,15,31,.484,15,30,.500,0,1,.000,9,11,.818,0,9,9,7,4,0,3,3,39,29.9
1686,Nick Anderson\anderni01,24-004,F-G,1992-01-24,ORL,,DAL,W,1,39,13,21,.619,13,21,.619,0,0,,6,7,.857,3,9,12,10,1,1,2,1,32,33.2
1687,Dominique Wilkins\wilkido01,32-012,F-G,1992-01-24,ATL,@,POR,L,1,41,14,25,.560,10,17,.588,4,8,.500,2,2,1.000,3,4,7,8,0,1,4,3,34,26.5
1688,Larry Johnson\johnsla02,22-314,F,1992-01-22,CHH,,CHI,L,1,39,14,24,.583,14,24,.583,0,0,,3,3,1.000,3,5,8,7,1,0,3,2,31,25.5
1689,Chuck Person\persoch01,27-209,F,1992-01-22,IND,@,CLE,L,1,48,13,23,.565,10,18,.556,3,5,.600,0,0,,1,10,11,8,2,0,4,4,29,23.8
1690,Tim Hardaway\hardati01,25-137,G,1992-01-16,GSW,@,HOU,W,1,48,10,25,.400,9,22,.409,1,3,.333,6,7,.857,4,6,10,10,0,1,0,2,27,24.6
1691,Dominique Wilkins\wilkido01,32-002,F-G,1992-01-14,ATL,,MIL,W,1,41,8,22,.364,8,21,.381,0,1,.000,11,11,1.000,3,7,10,9,0,1,6,1,27,19.6
1692,Lionel Simmons\simmoli01,23-060,F,1992-01-13,SAC,@,DEN,L,1,34,11,17,.647,11,17,.647,0,0,,9,12,.750,3,5,8,8,2,0,4,5,31,27.5
1693,Sam Vincent\vincesa01,28-235,G,1992-01-08,ORL,@,SEA,W,1,46,9,18,.500,9,17,.529,0,1,.000,17,18,.944,2,6,8,7,2,0,1,1,35,34.3
1694,Mitch Richmond\richmmi01,26-186,G,1992-01-02,SAC,,PHI,W,1,42,11,20,.550,9,14,.643,2,6,.333,5,8,.625,3,7,10,10,4,1,3,4,29,29.5
1695,Dominique Wilkins\wilkido01,31-355,F-G,1992-01-02,ATL,,PHO,W,1,39,15,26,.577,14,22,.636,1,4,.250,8,9,.889,3,7,10,8,1,1,1,1,39,36.5
1696,Scottie Pippen\pippesc01,26-094,F-G,1991-12-28,CHI,,SAC,W,1,44,11,20,.550,11,20,.550,0,0,,5,7,.714,4,8,12,9,5,3,5,1,27,29.8
